"","keyword","date","geo","hits"
"370","covid",2021-01-19,"Arkansas",51
"371","covid",2021-01-20,"Arkansas",45
"372","covid",2021-01-21,"Arkansas",41
"373","covid",2021-01-22,"Arkansas",51
"374","covid",2021-01-23,"Arkansas",45
"375","covid",2021-01-24,"Arkansas",46
"376","covid",2021-01-25,"Arkansas",43
"377","covid",2021-01-26,"Arkansas",57
"378","covid",2021-01-27,"Arkansas",49
"379","covid",2021-01-28,"Arkansas",40
"380","covid",2021-01-29,"Arkansas",42
"381","covid",2021-01-30,"Arkansas",39
"382","covid",2021-01-31,"Arkansas",36
"383","covid",2021-02-01,"Arkansas",36
"384","covid",2021-02-02,"Arkansas",33
"385","covid",2021-02-03,"Arkansas",46
"386","covid",2021-02-04,"Arkansas",36
"387","covid",2021-02-05,"Arkansas",31
"388","covid",2021-02-06,"Arkansas",41
"389","covid",2021-02-07,"Arkansas",30
"390","covid",2021-02-08,"Arkansas",38
"391","covid",2021-02-09,"Arkansas",36
"392","covid",2021-02-10,"Arkansas",27
"393","covid",2021-02-11,"Arkansas",29
"394","covid",2021-02-12,"Arkansas",29
"395","covid",2021-02-13,"Arkansas",20
"396","covid",2021-02-14,"Arkansas",20
"397","covid",2021-02-15,"Arkansas",19
"398","covid",2021-02-16,"Arkansas",16
"399","covid",2021-02-17,"Arkansas",23
"400","covid",2021-02-18,"Arkansas",23
"401","covid",2021-02-19,"Arkansas",20
"402","covid",2021-02-20,"Arkansas",25
"403","covid",2021-02-21,"Arkansas",16
"404","covid",2021-02-22,"Arkansas",25
"405","covid",2021-02-23,"Arkansas",27
"406","covid",2021-02-24,"Arkansas",38
"407","covid",2021-02-25,"Arkansas",29
"408","covid",2021-02-26,"Arkansas",27
"409","covid",2021-02-27,"Arkansas",25
"410","covid",2021-02-28,"Arkansas",27
"411","covid",2021-03-01,"Arkansas",36
"412","covid",2021-03-02,"Arkansas",30
"413","covid",2021-03-03,"Arkansas",33
"414","covid",2021-03-04,"Arkansas",32
